id	past	root	futureType	triliteral	transitive
575	شَرَّقَ	شرق	فتحة	0	1
576	شَرَّكَ	شرك	فتحة	0	1
577	كَدَّسَ	كدس	فتحة	0	1
578	شَغَّبَ	شغب	فتحة	0	1
579	قَوَّدَ	قود	فتحة	0	1
580	مَرْهَمَ	رهم	فتحة	0	1
581	بَقَّعَ	بقع	فتحة	0	1
582	وَرَّثَ	ورث	فتحة	0	1
583	طَبَّلَ	طبل	فتحة	0	0
584	يَتَّمَ	يتم	فتحة	0	1
585	شَرَّعَ	شرع	فتحة	0	1
586	شَطَّرَ	شطر	فتحة	0	1
587	عَسْقَلَ	عسقل	فتحة	0	0
588	خَوَّرَ	خور	فتحة	0	1
589	قَسَّمَ	قسم	فتحة	0	1
590	زَحَّفَ	زحف	فتحة	0	1
591	جَرَّحَ	جرح	فتحة	0	1
592	تَرْجَمَ	ترجم	فتحة	0	1
593	خَيَّطَ	خيط	فتحة	0	1
594	زَمْزَمَ	زمزم	فتحة	0	1
595	خَيَّرَ	خير	فتحة	0	1
596	خَلَّفَ	خلف	فتحة	0	1
597	نَكَّبَ	نكب	فتحة	0	1
598	لَبْنَنَ	لبنن	فتحة	0	1
599	خَمَّرَ	خمر	فتحة	0	1
600	ذَعْذَعَ	ذعذع	فتحة	0	1
601	خَمَّشَ	خمش	فتحة	0	1
602	شَوَّكَ	شوك	فتحة	0	1
603	خَضَّمَ	خضم	فتحة	0	1
604	فَخَّمَ	فخم	فتحة	0	1
605	خَطَّطَ	خطط	فتحة	0	1
606	خَوْصَصَ	خصخص	فتحة	0	1
607	بَزْبَزَ	بزبز	فتحة	0	1
608	سَفَّدَ	سفد	فتحة	0	1
609	كَمَّتَ	كمت	فتحة	0	1
610	عَيَّطَ	عيط	فتحة	0	0
611	بَرْهَنَ	برهن	فتحة	0	1
612	شَفَّرَ	شفر	فتحة	0	0
613	عَشَّشَ	عشش	فتحة	0	0
614	وَفَّدَ	وفد	فتحة	0	1
615	خَضَّرَ	خضر	فتحة	0	1
616	عَدَّنَ	عدن	فتحة	0	1
617	رَهْبَلَ	رهبل	فتحة	0	0
618	صَعَّبَ	صعب	فتحة	0	1
619	بَسْتَرَ	بستر	فتحة	0	0
620	ثَقَّبَ	ثقب	فتحة	0	1
621	صَعْلَكَ	صعلك	فتحة	0	1
622	صَرَّفَ	صرف	فتحة	0	1
623	صَفْصَفَ	صفصف	فتحة	0	0
624	مَكَّنَ	مكن	فتحة	0	1
625	نَحَّسَ	نحس	فتحة	0	1
626	يَمَّمَ	يمم	فتحة	0	1
627	صَفَّدَ	صفد	فتحة	0	1
628	فَضَّحَ	فضح	فتحة	0	1
629	رَطَّلَ	رطل	فتحة	0	1
630	خَنَّقَ	خنق	فتحة	0	1
631	مَوَّتَ	موت	فتحة	0	1
632	هَفْهَفَ	هفهف	فتحة	0	1
633	دَنَّسَ	دنس	فتحة	0	1
634	سَفَّنَ	سفن	فتحة	0	1
635	حَرَّفَ	حرف	فتحة	0	1
636	خَنْخَنَ	خنخن	فتحة	0	0
637	صَفَّقَ	صفق	فتحة	0	0
638	بَرْوَزَ	بروز	فتحة	0	1
639	طَنَّفَ	طنف	فتحة	0	1
640	عَبْقَرَ	عبقر	فتحة	0	0
641	صَلْصَلَ	صلصل	فتحة	0	0
642	فَطَّسَ	فطس	فتحة	0	1
643	حَزَّنَ	حزن	فتحة	0	1
644	عَسْكَرَ	عسكر	فتحة	0	0
645	ذَرَّفَ	ذرف	فتحة	0	1
646	دَجَّنَ	دجن	فتحة	0	1
647	جَفَّلَ	جفل	فتحة	0	1
648	ضَمْضَمَ	ضمضم	فتحة	0	1
649	دَبَّخَ	دبخ	فتحة	0	0
650	دَبَّلَ	دبل	فتحة	0	1
651	دَكْدَكَ	دكدك	فتحة	0	1
652	نَقَّلَ	نقل	فتحة	0	1
653	دَفَّفَ	دفف	فتحة	0	1
654	شَفَّفَ	شفف	فتحة	0	1
655	دَجَّجَ	دجج	فتحة	0	1
656	رَضْرَضَ	رضرض	فتحة	0	1
657	دَبَّجَ	دبج	فتحة	0	1
658	دَحْرَجَ	دحرج	فتحة	0	1
659	حَضَّرَ	حضر	فتحة	0	1
660	سَطَّعَ	سطع	فتحة	0	1
661	دَخَّلَ	دخل	فتحة	0	1
662	دَرَّبَ	درب	فتحة	0	1
663	وَصَّدَ	وصد	فتحة	0	1
664	قَرْقَرَ	قرقر	فتحة	0	0
665	جَوْرَبَ	جورب	فتحة	0	1
666	حَوَّجَ	حوج	فتحة	0	0
667	دَبَّرَ	دبر	فتحة	0	1
668	مَكَّسَ	مكس	فتحة	0	0
669	دَرَّجَ	درج	فتحة	0	1
670	حَزَّمَ	حزم	فتحة	0	1
671	كَمَّمَ	كمم	فتحة	0	1
672	جَوَّبَ	جوب	فتحة	0	1
673	خَفَّرَ	خفر	فتحة	0	1
674	دَيَّخَ	ديخ	فتحة	0	1
675	جَوَّدَ	جود	فتحة	0	1
676	خَفَّضَ	خفض	فتحة	0	1
677	لَغَّمَ	لغم	فتحة	0	1
678	هَرَّسَ	هرس	فتحة	0	1
679	خَلَّصَ	خلص	فتحة	0	1
680	رَنَّنَ	رنن	فتحة	0	1
681	غَسَّلَ	غسل	فتحة	0	1
682	تَخَلَّفَ	خلف	فتحة	0	0
683	جَلْبَبَ	جلبب	فتحة	0	1
684	خَلَّدَ	خلد	فتحة	0	1
685	غَرَّرَ	غرر	فتحة	0	1
686	دَلْدَلَ	دلدل	فتحة	0	1
687	مَخَّطَ	مخط	فتحة	0	1
688	دَلَّسَ	دلس	فتحة	0	0
689	دَقْدَقَ	دقدق	فتحة	0	0
690	صَفَّفَ	صفف	فتحة	0	1
691	سَحَّتَ	سحت	فتحة	0	1
692	حَصَّنَ	حصن	فتحة	0	1
693	دَغْدَغَ	دغدغ	فتحة	0	1
694	دَفْدَفَ	دفدف	فتحة	0	1
695	دَشَّنَ	دشن	فتحة	0	1
696	دَرْوَشَ	دروش	فتحة	0	0
697	دَرَّقَ	درق	فتحة	0	1
698	جَوَّعَ	جوع	فتحة	0	1
699	مَكَّرَ	مكر	فتحة	0	0
700	عَصَّبَ	عصب	فتحة	0	1
701	وَسَّعَ	وسع	فتحة	0	1
702	طَنَّبَ	طنب	فتحة	0	1
703	بَرَّرَ	برر	فتحة	0	1
704	طَلْسَمَ	طلسم	فتحة	0	1
705	غَيَّبَ	غيب	فتحة	0	1
706	عَرَّبَ	عرب	فتحة	0	1
707	عَتَّبَ	عتب	فتحة	0	1
708	مَعْدَنَ	عدن	فتحة	0	1
709	نَكَّفَ	نكف	فتحة	0	0
710	طَيَّبَ	طيب	فتحة	0	1
711	عَبَّقَ	عبق	فتحة	0	1
712	سَفَّهَ	سفه	فتحة	0	1
713	صَنَّعَ	صنع	فتحة	0	1
714	دَعَّسَ	دعس	فتحة	0	1
715	عَوَّقَ	عوق	فتحة	0	1
716	طَوَّحَ	طوح	فتحة	0	1
717	بَرَّحَ	برح	فتحة	0	0
718	طَوَّرَ	طور	فتحة	0	1
719	فَضْفَضَ	فضفض	فتحة	0	1
720	كَدَّحَ	كدح	فتحة	0	1
721	طَلْمَسَ	طلمس	فتحة	0	1
722	حَدَّدَ	حدد	فتحة	0	1
723	طَلَّقَ	طلق	فتحة	0	1
724	بَذَّرَ	بذر	فتحة	0	1
725	رَبَّبَ	ربب	فتحة	0	1
726	طَوَّعَ	طوع	فتحة	0	1
727	زَمْجَرَ	زمجر	فتحة	0	0
728	ضَمَّخَ	ضمخ	فتحة	0	1
729	ضَمَّدَ	ضمد	فتحة	0	1
730	سَجَّلَ	سجل	فتحة	0	1
731	طَرَّدَ	طرد	فتحة	0	1
732	خَشَّمَ	خشم	فتحة	0	1
733	زَرْكَشَ	زركش	فتحة	0	1
734	ضَلَّعَ	ضلع	فتحة	0	1
735	قَلَّبَ	قلب	فتحة	0	1
736	خَرَّشَ	خرش	فتحة	0	1
737	ضَرَّرَ	ضرر	فتحة	0	1
738	ضَيَّفَ	ضيف	فتحة	0	1
739	ضَيَّقَ	ضيق	فتحة	0	1
740	رَوَّلَ	رول	فتحة	0	1
741	دَسَّسَ	دسس	فتحة	0	1
742	سَوَّغَ	سوغ	فتحة	0	1
743	حَسَّفَ	حسف	فتحة	0	1
744	وَثَّرَ	وثر	فتحة	0	1
745	قَبْقَبَ	قبقب	فتحة	0	0
746	عَجَّبَ	عجب	فتحة	0	1
747	بَيَّنَ	بين	فتحة	0	1
748	بَدَّدَ	بدد	فتحة	0	1
749	سَفَّلَ	سفل	فتحة	0	1
750	ظَلَّمَ	ظلم	فتحة	0	1
751	زَمَّعَ	زمع	فتحة	0	1
752	رَجَّحَ	رجح	فتحة	0	1
753	زَمْخَرَ	زمخر	فتحة	0	0
754	بَدَّلَ	بدل	فتحة	0	1
755	شَنَّعَ	شنع	فتحة	0	1
756	زَغَّبَ	زغب	فتحة	0	0
757	شَمَّلَ	شمل	فتحة	0	1
758	حَجَّرَ	حجر	فتحة	0	1
759	حَبَّسَ	حبس	فتحة	0	1
760	سَوَّلَ	سول	فتحة	0	1
761	بَضَّعَ	بضع	فتحة	0	1
762	بَطْبَطَ	بطبط	فتحة	0	1
763	شَقْشَقَ	شقشق	فتحة	0	0
764	بَعْثَرَ	بعثر	فتحة	0	1
765	زَيَّفَ	زيف	فتحة	0	1
766	شَوَّطَ	شوط	فتحة	0	1
767	شَنَّفَ	شنف	فتحة	0	1
768	نَفَّشَ	نفش	فتحة	0	1
769	قَتَّرَ	قتر	فتحة	0	1
770	صَيْدَلَ	صيدل	فتحة	0	0
771	لَعَّنَ	لعن	فتحة	0	1
772	صَوَّلَ	صول	فتحة	0	1
773	صَيَّرَ	صير	فتحة	0	1
774	ضَبَّرَ	ضبر	فتحة	0	1
775	رَيَّثَ	ريث	فتحة	0	1
776	صَوْمَعَ	صمع	فتحة	0	1
777	صَوَّبَ	صوب	فتحة	0	1
778	رَسَّلَ	رسل	فتحة	0	1
779	صَمَّمَ	صمم	فتحة	0	1
780	خَزَّرَ	خزر	فتحة	0	1
781	حَيْعَلَ	حيعل	فتحة	0	0
782	ثَوَّبَ	ثوب	فتحة	0	1
783	قَعْقَعَ	قعقع	فتحة	0	1
784	صَرَّدَ	صرد	فتحة	0	1
785	غَرَّمَ	غرم	فتحة	0	1
786	طَفَّفَ	طفف	فتحة	0	1
787	حَسَّسَ	حسس	فتحة	0	1
788	هَوَّدَ	هود	فتحة	0	1
789	شَيَّخَ	شيخ	فتحة	0	1
790	حَزَّزَ	حزز	فتحة	0	1
791	صَحْصَحَ	صحصح	فتحة	0	0
792	صَبَّرَ	صبر	فتحة	0	1
793	قَضْقَضَ	قضقض	فتحة	0	1
794	شَوَّهَ	شوه	فتحة	0	1
795	طَوَّفَ	طوف	فتحة	0	1
796	حَشْرَجَ	حشرج	فتحة	0	0
797	شَذَّذَ	شذذ	فتحة	0	1
798	شَمَّرَ	شمر	فتحة	0	1
799	تَمَّرَ	تمر	فتحة	0	1
800	شَكَّكَ	شكك	فتحة	0	1
801	بَعَّدَ	بعد	فتحة	0	1
802	لَغَّطَ	لغط	فتحة	0	0
803	طَلَّحَ	طلح	فتحة	0	1
804	رَوَّحَ	روح	فتحة	0	1
805	صَحَّفَ	صحف	فتحة	0	1
806	دَهْوَرَ	دهور	فتحة	0	1
807	بَصْبَصَ	بصبص	فتحة	0	0
808	سَبَّعَ	سبع	فتحة	0	1
809	صَدَّرَ	صدر	فتحة	0	1
810	نَجَّزَ	نجز	فتحة	0	1
811	كَهْرَبَ	كهرب	فتحة	0	1
812	كَوَّنَ	كون	فتحة	0	1
813	تَمَسَّكَ	مسك	فتحة	0	0
814	خَلَّلَ	خلل	فتحة	0	1
815	لَحَّفَ	لحف	فتحة	0	1
816	نَبَّبَ	نبب	فتحة	0	0
817	كَيَّسَ	كيس	فتحة	0	1
818	كَيَّفَ	كيف	فتحة	0	1
819	فَحَّمَ	فحم	فتحة	0	1
820	فَدَّعَ	فدع	فتحة	0	1
821	كَنَّسَ	كنس	فتحة	0	1
822	كَنَّفَ	كنف	فتحة	0	1
823	عَبَّرَ	عبر	فتحة	0	1
824	مَحَّصَ	محص	فتحة	0	1
825	ضَغَّثَ	ضغث	فتحة	0	1
826	لَبَّثَ	لبث	فتحة	0	1
827	لَهْزَمَ	لهزم	فتحة	0	1
828	عَرَّمَ	عرم	فتحة	0	1
829	عَرَّضَ	عرض	فتحة	0	1
830	مَسَّكَ	مسك	فتحة	0	1
831	سَوَّقَ	سوق	فتحة	0	1
832	نَتَّفَ	نتف	فتحة	0	1
833	لَبْلَبَ	لبلب	فتحة	0	0
834	مَصَّحَ	مصح	فتحة	0	1
835	لَهَّبَ	لهب	فتحة	0	1
836	نَبَّذَ	نبذ	فتحة	0	1
837	لَهَّفَ	لهف	فتحة	0	1
838	خَضَّبَ	خضب	فتحة	0	1
839	مَيَّعَ	ميع	فتحة	0	1
840	خَدَّرَ	خدر	فتحة	0	1
841	فَذْلَكَ	فذلك	فتحة	0	1
842	ضَعْضَعَ	ضعضع	فتحة	0	1
843	مَيَّلَ	ميل	فتحة	0	1
844	مَوَّهَ	موه	فتحة	0	1
845	مَهَّدَ	مهد	فتحة	0	1
846	دَرَّعَ	درع	فتحة	0	1
847	فَكَّكَ	فكك	فتحة	0	1
848	لَخَّصَ	لخص	فتحة	0	1
849	قَرَّرَ	قرر	فتحة	0	1
850	فَضَّضَ	فضض	فتحة	0	1
851	لَصَّصَ	لصص	فتحة	0	1
852	شَجَّرَ	شجر	فتحة	0	1
853	لَطَّفَ	لطف	فتحة	0	1
854	فَوَّزَ	فوز	فتحة	0	0
855	هَيْكَلَ	هيكل	فتحة	0	0
856	شَحَّمَ	شحم	فتحة	0	1
857	عَيَّلَ	عيل	فتحة	0	1
858	لَطَّخَ	لطخ	فتحة	0	1
859	عَظَّمَ	عظم	فتحة	0	1
860	خَصَّفَ	خصف	فتحة	0	1
861	مَلَّكَ	ملك	فتحة	0	1
862	نَوَّهَ	نوه	فتحة	0	1
863	سَمَّجَ	سمج	فتحة	0	1
864	مَلْمَلَ	ململ	فتحة	0	1
865	طَمَّعَ	طمع	فتحة	0	1
866	قَدَّسَ	قدس	فتحة	0	1
867	مَغْنَطَ	مغنط	فتحة	0	1
868	مَضْمَضَ	مضمض	فتحة	0	1
869	بَيْطَرَ	بطر	فتحة	0	1
870	نَمَّسَ	نمس	فتحة	0	1
871	نَزَّقَ	نزق	فتحة	0	1
872	زَيَّلَ	زيل	فتحة	0	1
873	زَيَّرَ	زور;زير	فتحة	0	1
874	لَوَّحَ	لوح	فتحة	0	1
875	وَدَّجَ	ودج	فتحة	0	1
876	قَيَّمَ	قيم	فتحة	0	1
877	سَفْسَطَ	سفسط	فتحة	0	0
878	كَوَّعَ	كوع	فتحة	0	1
879	لَوَّثَ	لوث	فتحة	0	1
880	قَوَّمَ	قوم	فتحة	0	1
881	سَرَّبَ	سرب	فتحة	0	1
882	بَوَّرَ	بور	فتحة	0	1
883	كَتَّلَ	كتل	فتحة	0	1
884	حَصَّبَ	حصب	فتحة	0	1
885	نَوَّبَ	نوب	فتحة	0	1
886	وَحَّفَ	وحف	فتحة	0	1
887	نَزَّهَ	نزه	فتحة	0	1
888	نَشَّطَ	نشط	فتحة	0	1
889	نَشَّبَ	نشب	فتحة	0	1
890	زَقَّمَ	زقم	فتحة	0	1
891	كَلَّحَ	كلح	فتحة	0	1
892	هَدَّجَ	هدج	فتحة	0	0
893	نَخَّرَ	نخر	فتحة	0	1
894	مَدَّدَ	مدد	فتحة	0	1
895	رَمَّمَ	رمم	فتحة	0	1
896	شَرَّدَ	شرد	فتحة	0	1
897	نَضَّرَ	نضر	فتحة	0	1
898	مَزَّحَ	مزح	فتحة	0	0
899	مَرَّدَ	مرد	فتحة	0	1
900	مَزَّجَ	مزج	فتحة	0	1
901	وَضَّحَ	وضح	فتحة	0	1
902	لَيَّنَ	لين	فتحة	0	1
903	مَتَّعَ	متع	فتحة	0	1
904	خَوَّضَ	خوض	فتحة	0	1
905	مَرْكَزَ	مركز	فتحة	0	1
906	مَرْمَرَ	مرمر	فتحة	0	1
907	دَفَّقَ	دفق	فتحة	0	1
908	لَقَّحَ	لقح	فتحة	0	1
909	لَفَّقَ	لفق	فتحة	0	1
910	دَرْدَرَ	دردر	فتحة	0	1
911	ذَرَّبَ	ذرب	فتحة	0	1
912	صَوَّمَ	صوم	فتحة	0	1
913	لَبَّبَ	لبب	فتحة	0	1
914	مَلَّسَ	ملس	فتحة	0	1
915	لَقْلَقَ	لقلق	فتحة	0	1
916	لَقَّمَ	لقم	فتحة	0	1
917	لَقَّنَ	لقن	فتحة	0	1
918	هَزَّجَ	هزج	فتحة	0	1
919	دَوَّدَ	دود	فتحة	0	0
920	مَكْنَنَ	مكن	فتحة	0	1
921	تَلْمَذَ	لمذ	فتحة	0	1
922	ذَبَّرَ	ذبر	فتحة	0	1
923	عَدَّدَ	عدد	فتحة	0	1
924	عَذَّلَ	عذل	فتحة	0	1
925	صَغَّرَ	صغر	فتحة	0	1
926	خَسَّسَ	خسس	فتحة	0	1
927	فَهَّمَ	فهم	فتحة	0	1
928	عَجَّفَ	عجف	فتحة	0	1
929	عَرْبَدَ	عربد	فتحة	0	0
930	طَنَّنَ	طنن	فتحة	0	0
931	بَقْبَقَ	بقبق	فتحة	0	0
932	رَزَّمَ	رزم	فتحة	0	1
933	عَرَّشَ	عرش	فتحة	0	1
934	مَجَّدَ	مجد	فتحة	0	1
935	فَرَّحَ	فرح	فتحة	0	1
936	عَزَّبَ	عزب	فتحة	0	1
937	عَضَّلَ	عضل	فتحة	0	1
938	عَسَّلَ	عسل	فتحة	0	1
939	عَيَّبَ	عيب	فتحة	0	1
940	جَرَّسَ	جرس	فتحة	0	1
941	فَلْطَحَ	فلطح	فتحة	0	1
942	صَدَّدَ	صدد	فتحة	0	0
943	تَمَّمَ	تمم	فتحة	0	1
944	كَشَّرَ	كشر	فتحة	0	0
945	عَدَّلَ	عدل	فتحة	0	1
946	ثَبَّتَ	ثبت	فتحة	0	1
947	قَعَّدَ	قعد	فتحة	0	1
948	دَوَّنَ	دون	فتحة	0	1
949	فَجَّرَ	فجر	فتحة	0	1
950	عَظَّلَ	عظل	فتحة	0	0
951	رَصَّصَ	رصص	فتحة	0	1
952	عَقَّلَ	عقل	فتحة	0	1
953	عَوْلَمَ	علم	فتحة	0	1
954	عَقَّبَ	عقب	فتحة	0	1
955	عَقَّدَ	عقد	فتحة	0	1
956	عَطَّشَ	عطش	فتحة	0	1
957	عَكَّرَ	عكر	فتحة	0	1
958	زَعْزَعَ	زعزع	فتحة	0	1
959	قَطَّنَ	قطن	فتحة	0	1
960	عَلَّبَ	علب	فتحة	0	1
961	عَلْقَمَ	علقم	فتحة	0	1
962	جَرَّفَ	جرف	فتحة	0	1
963	عَقَّفَ	عقف	فتحة	0	1
964	عَمَّدَ	عمد	فتحة	0	1
965	فَشْفَشَ	فشفش	فتحة	0	1
966	عَرَّسَ	عرس	فتحة	0	0
967	عَرَّجَ	عرج	فتحة	0	1
968	عَمَّلَ	عمل	فتحة	0	1
969	عَمَّمَ	عمم	فتحة	0	1
970	رَتَّلَ	رتل	فتحة	0	1
971	عَنْتَرَ	عنتر	فتحة	0	1
972	عَنْدَلَ	عندل	فتحة	0	0
973	عَفَّنَ	عفن	فتحة	0	1
974	عَنَّفَ	عنف	فتحة	0	1
975	عَنَّقَ	عنق	فتحة	0	1
976	عَنَّنَ	عنن	فتحة	0	1
977	عَقْعَقَ	عقعق	فتحة	0	0
978	عَوَّدَ	عود	فتحة	0	1
979	سَدَّلَ	سدل	فتحة	0	1
980	غَرَّقَ	غرق	فتحة	0	1
981	غَطَّسَ	غطس	فتحة	0	1
982	غَلَّسَ	غلس	فتحة	0	1
983	غَلَّطَ	غلط	فتحة	0	1
984	عَوَّضَ	عوض	فتحة	0	1
985	رَطَّبَ	رطب	فتحة	0	1
986	دَرَّكَ	درك	فتحة	0	0
987	دَكَّنَ	دكن	فتحة	0	1
988	ذَبَّبَ	ذبب	فتحة	0	1
989	غَرْبَلَ	غربل	فتحة	0	1
990	رَعَّشَ	رعش	فتحة	0	1
991	غَرَّزَ	غرز	فتحة	0	1
992	عَزَّرَ	غزر	فتحة	0	1
993	خَصَّلَ	خصل	فتحة	0	1
994	غَلَّقَ	غلق	فتحة	0	1
995	نَجَّسَ	نجس	فتحة	0	1
996	مَوَّلَ	مول	فتحة	0	1
997	غَضَّضَ	غضض	فتحة	0	0
998	غَطْرَسَ	غطرس	فتحة	0	1
999	فَرَّجَ	فرج	فتحة	0	1
1000	رَقَّطَ	رقط	فتحة	0	0
1001	هَلَّلَ	هلل	فتحة	0	0
1002	مَشَّطَ	مشط	فتحة	0	1
1003	كَوَّرَ	كور	فتحة	0	1
1004	نَجَّدَ	نجد	فتحة	0	1
1005	ثَقَّفَ	ثقف	فتحة	0	1
1006	شَطَّبَ	شطب	فتحة	0	1
1007	فَحَّشَ	فحش	فتحة	0	0
1008	عَشَّرَ	عشر	فتحة	0	1
1009	فَدَّمَ	فدم	فتحة	0	1
1010	غَيَّرَ	غير	فتحة	0	1
1011	صَنَّفَ	صنف	فتحة	0	1
1012	حَزَّبَ	حزب	فتحة	0	1
1013	شَبَّهَ	شبه	فتحة	0	1
1014	عَزَّزَ	عزز	فتحة	0	1
1015	عَزَّمَ	عز م	فتحة	0	0
1016	فَحْفَحَ	فحفح	فتحة	0	0
1017	تَغَوَّرَ	غور	فتحة	0	0
1018	زَلْزَلَ	زلزل	فتحة	0	1
1019	فَتَّقَ	فتق	فتحة	0	1
1020	حَدَّقَ	حدق	فتحة	0	1
1021	فَرَّغَ	فرغ	فتحة	0	1
1022	فَرْطَحَ	فرطح	فتحة	0	1
1023	غَرَّبَ	غرب	فتحة	0	1
1024	فَرَّدَ	فرد	فتحة	0	1
1025	فَرَّشَ	فرش	فتحة	0	1
1026	فَخَّرَ	فخر	فتحة	0	1
1027	نَيَّبَ	نيب	فتحة	0	1
1028	فَرْعَنَ	فرعن	فتحة	0	0
1029	ضَعَّفَ	ضعف	فتحة	0	1
1030	فَرْفَرَ	فرفر	فتحة	0	1
1031	ظَفَّرَ	ظفر	فتحة	0	1
1032	قَطَّمَ	قطم	فتحة	0	0
1033	فَرَّطَ	فرط	فتحة	0	1
1034	وَزْوَزَ	وزوز	فتحة	0	0
1035	حَبَّلَ	حبل	فتحة	0	1
1036	وَصَّلَ	وصل	فتحة	0	1
1037	حَوَّفَ	حوف	فتحة	0	1
1038	مَسَّحَ	مسح	فتحة	0	1
1039	خَلْخَلَ	خلخل	فتحة	0	1
1040	وَشَّجَ	وشج	فتحة	0	1
1041	نَضَّبَ	نضب	فتحة	0	0
1042	هَرْطَقَ	هرطق	فتحة	0	1
1043	خَيَّلَ	خيل	فتحة	0	1
1044	صَوَّتَ	صوت	فتحة	0	1
1045	صَلَّبَ	صلب	فتحة	0	1
1046	جَرَّمَ	جرم	فتحة	0	1
1047	فَسَّرَ	فسر	فتحة	0	1
1048	قَدَّدَ	قدد	فتحة	0	1
1049	جَنَّنَ	جنن	فتحة	0	1
1050	حَوَّمَ	حوم	فتحة	0	0
1051	زَغْرَدَ	زغرد	فتحة	0	0
1052	بَشَّرَ	بشر	فتحة	0	1
1053	بَرْشَمَ	برشم	فتحة	0	0
1054	لَجْلَجَ	لجلج	فتحة	0	1
1055	سَنَّنَ	سنن	فتحة	0	1
1056	سَلَّكَ	سلك	فتحة	0	1
1057	صَعَّدَ	صعد	فتحة	0	1
1058	شَحَّطَ	شحط	فتحة	0	1
1059	عَرْبَنَ	عربن	فتحة	0	1
1060	جَرْجَرَ	جرجر	فتحة	0	1
1061	فَلْسَفَ	فلسف	فتحة	0	1
1062	ذَفَّفَ	ذفف	فتحة	0	1
1063	نَصَّصَ	نصص	فتحة	0	1
1064	سَطَّحَ	سطح	فتحة	0	1
1065	نَغَّمَ	نغم	فتحة	0	0
1066	خَنَّعَ	خنع	فتحة	0	1
1067	رَجَّمَ	رجم	فتحة	0	1
1068	نَبَّهَ	نبه	فتحة	0	1
1069	حَمَّسَ	حمس	فتحة	0	1
1070	سَخَّرَ	سخر	فتحة	0	1
1071	لَطَّمَ	لطم	فتحة	0	1
1072	قَشَّبَ	قشب	فتحة	0	1
1073	لَقَّبَ	لقب	فتحة	0	1
1074	هَنْدَسَ	هندس	فتحة	0	1
1075	وَسَّطَ	وسط	فتحة	0	1
1076	فَتَّرَ	فتر	فتحة	0	1
1077	وَسَّخَ	وسخ	فتحة	0	1
1078	كَتْكَتَ	كتكت	فتحة	0	0
1079	قَيَّظَ	قيظ	فتحة	0	1
1080	كَثَّفَ	كثف	فتحة	0	1
1081	كَعَّبَ	كعب	فتحة	0	1
1082	لَفَّتَ	لفت	فتحة	0	1
1083	حَرَّقَ	حرق	فتحة	0	1
1084	كَوْكَبَ	كوكب	فتحة	0	0
1085	فَصَّلَ	فصل	فتحة	0	1
1086	حَمَّصَ	حمص	فتحة	0	1
1087	نَخَّلَ	نخل	فتحة	0	1
1088	زَوَّقَ	زوق	فتحة	0	1
1089	جَزَّزَ	جزز	فتحة	0	1
1090	بَطَّنَ	بطن	فتحة	0	1
1091	حَوَّزَ	حوز	فتحة	0	1
1092	نَوَّقَ	نوق	فتحة	0	1
1093	شَنَّقَ	شنق	فتحة	0	1
1094	لَجَّمَ	لجم	فتحة	0	1
1095	نَجَّعَ	نجع	فتحة	0	0
1096	رَثَّمَ	رثم	فتحة	0	1
1097	سَمَّلَ	سمل	فتحة	0	1
1098	فَقَّعَ	فقع	فتحة	0	1
1099	وَعَّرَ	وعر	فتحة	0	1
1100	ذَلَّلَ	ذلل	فتحة	0	1
1101	زَوَّرَ	زور	فتحة	0	1
1102	سَوَّمَ	سوم	فتحة	0	1
1103	عَذَّبَ	عذب	فتحة	0	1
1104	حَشَّفَ	حشف	فتحة	0	1
1105	رَفَّعَ	رفع	فتحة	0	1
1106	دَوَّلَ	دول	فتحة	0	1
1107	قَيَّنَ	قين	فتحة	0	1
1108	دَهْقَنَ	دهقن	فتحة	0	1
1109	وَسَّقَ	وسق	فتحة	0	1
1110	نَيَّفَ	نوف	فتحة	0	0
1111	وَقَّفَ	وقف	فتحة	0	1
1112	سَفَّكَ	سفك	فتحة	0	1
1113	طَرَّفَ	طرف	فتحة	0	1
1114	سَرَّرَ	سرر	فتحة	0	1
1115	نَكَّسَ	نكس	فتحة	0	1
1116	خَوَّنَ	خون	فتحة	0	1
1117	وَطَّنَ	وطن	فتحة	0	1
1118	حَطَّمَ	حطم	فتحة	0	1
1119	شَرَّمَ	شرم	فتحة	0	1
1120	غَفَّلَ	غفل	فتحة	0	1
1121	عَيَّدَ	عود	فتحة	0	0
1122	عَمَّرَ	عمر	فتحة	0	1
1123	حَبَّذَ	حبذ	فتحة	0	1
1124	قَصَّصَ	قصص	فتحة	0	1
1125	وَدَّنَ	ودن	فتحة	0	1
1126	صَوَّفَ	صوف	فتحة	0	1
1127	حَكَّمَ	حكم	فتحة	0	1
1128	طَنْطَنَ	طنطن	فتحة	0	0
1129	سَرَّحَ	سرح	فتحة	0	1
1130	دَمَّثَ	دمث	فتحة	0	1
1131	ثَلَّثَ	ثلث	فتحة	0	1
1132	بَدَّنَ	بدن	فتحة	0	1
