id	past	root	futureType	triliteral	transitive
7732	حَاتَ	حوت	ضمة	1	0
7733	حَاجَ	حوج	ضمة	1	0
7734	حَادَ	حود	ضمة	1	0
7735	حَاذَ	حوذ	ضمة	1	1
7736	حَارَ	حور	ضمة	1	1
7737	حَوِرَ	حور	فتحة	1	0
7738	حَازَ	حوز	ضمة	1	1
7739	حَاسَ	حوس	ضمة	1	1
7740	حَوِسَ	حوس	فتحة	1	0
7741	حَاشَ	حوش	ضمة	1	1
7742	حَاصَ	حوص	ضمة	1	1
7743	حَوِصَ	حوص	فتحة	1	0
7744	حَاضَ	حوض	ضمة	1	1
7745	حَاطَ	حوط	ضمة	1	1
7746	حَافَ	حوف	ضمة	1	1
7747	حَاقَ	حوق	ضمة	1	1
7748	حَاكَ	حوك	ضمة	1	1
7749	حَالَ	حول	ضمة	1	0
7750	حَوِلَ	حول	فتحة	1	0
7751	حَامَ	حوم	ضمة	1	0
7752	حَوَى	حوي	كسرة	1	1
7753	حَادَ	حيد	كسرة	1	0
7754	حَيِرَ	حير	فتحة	1	0
7755	حَازَ	حيز	كسرة	1	1
7756	حَاسَ	حيس	كسرة	1	1
7757	حَاصَ	حيص	كسرة	1	0
7758	حَاضَ	حيض	كسرة	1	0
7759	حَافَ	حيف	كسرة	1	0
7760	حَيِفَ	حيف	فتحة	1	0
7761	حَاقَ	حيق	كسرة	1	1
7762	حَاكَ	حيك	كسرة	1	1
7763	حَالَ	حيل	كسرة	1	0
7764	حَانَ	حين	كسرة	1	0
7765	شَأَزَ	شءز	فتحة	1	1
7766	شَئِزَ	شءز	فتحة	1	0
7767	شَئِسَ	شءس	فتحة	1	0
7768	شَئِفَ	شءف	فتحة	1	1
7769	شَأَمَ	شءم	فتحة	1	1
7770	شَؤُمَ	شءم	ضمة	1	0
7771	شَأَنَ	شءن	فتحة	1	1
7772	شَآ	شءو	ضمة	1	1
7773	شَبَّ	شبب	ضمة	1	1
7774	شَبَّ	شبب	كسرة	1	0
7775	شَبَّ	شبب	كسرة	1	0
7776	شَبِثَ	شبث	فتحة	1	1
7777	شَبَحَ	شبح	فتحة	1	1
7778	شَبُحَ	شبح	ضمة	1	0
7779	شَبَرَ	شبر	ضمة	1	1
7780	شَبَرَ	شبر	كسرة	1	1
7781	شَبِرَ	شبر	فتحة	1	0
7782	شَبُعَ	شبع	ضمة	1	0
7783	شَبِقَ	شبق	فتحة	1	0
7784	شَبَكَ	شبك	كسرة	1	1
7785	شَبَلَ	شبل	ضمة	1	0
7786	شَبَمَ	شبم	ضمة	1	1
7787	شَبِمَ	شبم	فتحة	1	0
7788	شَبَنَ	شبن	ضمة	1	0
7789	شَبَا	شبو	ضمة	1	1
7790	شَتَّ	شتت	كسرة	1	1
7791	شَتَرَ	شتر	كسرة	1	1
7792	شَتِرَ	شتر	فتحة	1	0
7793	شَتِعَ	شتع	فتحة	1	0
7794	شَتَغَ	شتغ	فتحة	1	1
7795	شَتَلَ	شتل	كسرة	1	1
7796	شَتَمَ	شتم	ضمة	1	1
7797	شَتَمَ	شتم	كسرة	1	1
7798	شَتُمَ	شتم	ضمة	1	0
7799	شَتَنَ	شتن	ضمة	1	1
7800	شَتَا	شتو	ضمة	1	0
7801	شَثِرَ	شثر	فتحة	1	0
7802	شَثِلَ	شثل	فتحة	1	0
7803	شَثُلَ	شثل	ضمة	1	0
7804	شَثِنَ	شثن	فتحة	1	0
7805	شَثُنَ	شثن	ضمة	1	0
7806	شَجَبَ	شجب	ضمة	1	1
7807	شَجِبَ	شجب	فتحة	1	0
7808	شَجَّ	شجج	ضمة	1	1
7809	شَجَرَ	شجر	ضمة	1	1
7810	شَجِرَ	شجر	فتحة	1	0
7811	شَجُعَ	شجع	ضمة	1	0
7812	شَجَنَ	شجن	ضمة	1	1
7813	شَجِنَ	شجن	فتحة	1	0
7814	شَجُنَ	شجن	ضمة	1	0
7815	شَجَا	شجو	ضمة	1	1
7816	شَجِيَ	شجو	فتحة	1	0
7817	شَحَبَ	شحب	ضمة	1	0
7818	شَحُبَ	شحب	ضمة	1	0
7819	شَحَجَ	شحج	كسرة	1	0
7820	شَحَجَ	شحج	فتحة	1	0
7821	شَحَّ	شحح	ضمة	1	0
7822	شَحَّ	شحح	كسرة	1	0
7823	شَحَّ	شحح	فتحة	1	0
7824	شَحَذَ	شحذ	فتحة	1	1
7825	شَحَرَ	شحر	فتحة	1	0
7826	شَحَطَ	شحط	فتحة	1	1
7827	شَحِطَ	شحط	فتحة	1	1
7828	شَحَفَ	شحف	فتحة	1	1
7829	شَحَكَ	شحك	فتحة	1	1
7830	شَحَمَ	شحم	فتحة	1	1
7831	شَحِمَ	شحم	فتحة	1	0
7832	شَحُمَ	شحم	ضمة	1	0
7833	شَحَنَ	شحن	فتحة	1	1
7834	شَحِنَ	شحن	فتحة	1	0
7835	شَحَا	شحو	ضمة	1	1
7836	شَحَى	شحي	فتحة	1	1
7837	شَخَبَ	شخب	ضمة	1	1
7838	شَخَبَ	شخب	فتحة	1	1
7839	شَخُتَ	شخت	ضمة	1	0
7840	شَخَّ	شخخ	ضمة	1	0
7841	شَخَزَ	شخز	فتحة	1	1
7842	شَخَسَ	شخس	فتحة	1	0
7843	شَخُصَ	شخص	ضمة	1	0
7844	شَخَلَ	شخل	فتحة	1	1
7845	شَخَمَ	شخم	ضمة	1	0
7846	شَخِمَ	شخم	فتحة	1	0
7847	شَدَحَ	شدح	فتحة	1	0
7848	شَدَخَ	شدخ	فتحة	1	1
7849	خَبَأَ	خبء	فتحة	1	1
7850	شَدَّ	شدد	ضمة	1	1
7851	شَدَّ	شدد	كسرة	1	1
7852	شَدَفَ	شدف	كسرة	1	1
7853	شَدِفَ	شدف	فتحة	1	0
7854	شَدِقَ	شدق	فتحة	1	0
7855	شَدَنَ	شدن	ضمة	1	0
7856	شَدَهَ	شده	فتحة	1	1
7857	شَدَا	شدو	ضمة	1	1
7858	شَذَبَ	شذب	ضمة	1	1
7859	شَذَبَ	شذب	كسرة	1	1
7860	شَذَّ	شذذ	كسرة	1	0
7861	شَذَا	شذو	ضمة	1	1
7862	شَرَبَ	شرب	ضمة	1	1
7863	شَرِبَ	شرب	فتحة	1	1
7864	شَرِثَ	شرث	فتحة	1	0
7865	شَرَجَ	شرج	ضمة	1	1
7866	شَرِجَ	شرج	فتحة	1	0
7867	شَرَحَ	شرح	فتحة	1	1
7868	شَرَخَ	شرخ	ضمة	1	0
7869	شَرَدَ	شرد	ضمة	1	0
7870	شَرَّ	شرر	ضمة	1	1
7871	شَرَّ	شرر	كسرة	1	0
7872	شَرَّ	شرر	فتحة	1	0
7873	شَرَّ	شرر	ضمة	1	0
7874	شَرَزَ	شرز	كسرة	1	1
7875	شَرَسَ	شرس	ضمة	1	1
7876	شَرِسَ	شرس	فتحة	1	0
7877	شَرُسَ	شرس	ضمة	1	0
7878	شَرَطَ	شرط	ضمة	1	1
7879	شَرَطَ	شرط	كسرة	1	1
7880	شَرِطَ	شرط	فتحة	1	0
7881	شَرَعَ	شرع	فتحة	1	1
7882	شَرَعَ	شرع	فتحة	1	1
7883	شَرِفَ	شرف	فتحة	1	0
7884	شَرُفَ	شرف	ضمة	1	0
7885	شَرِقَ	شرق	فتحة	1	0
7886	شَرِكَ	شرك	فتحة	1	1
7887	شَرَمَ	شرم	كسرة	1	1
7888	شَرِمَ	شرم	فتحة	1	0
7889	شَرِنَ	شرن	فتحة	1	0
7890	شَرِهَ	شره	فتحة	1	0
7891	خَبِئَ	خبء	فتحة	1	1
7892	شَرَى	شري	كسرة	1	1
7893	شَرِيَ	شري	فتحة	1	0
7894	شَزَبَ	شزب	ضمة	1	0
7895	شَزُبَ	شزب	ضمة	1	0
7896	شَزَرَ	شزر	ضمة	1	1
7897	شَزَرَ	شزر	كسرة	1	1
7898	شَزَّ	شزز	كسرة	1	0
7899	شَزِنَ	شزن	فتحة	1	0
7900	شَزُنَ	شزن	ضمة	1	0
7901	شَزَا	شزو	ضمة	1	0
7902	شَسِبَ	شسب	فتحة	1	0
7903	شَسُبَ	شسب	ضمة	1	0
7904	شَسَّ	شسس	كسرة	1	0
7905	شَسَعَ	شسع	فتحة	1	1
7906	شَسِعَ	شسع	فتحة	1	0
7907	شَسَفَ	شسف	ضمة	1	1
7908	شَسُفَ	شسف	ضمة	1	0
7909	شَصَبَ	شصب	ضمة	1	1
7910	شَصِبَ	شصب	فتحة	1	0
7911	شَصَرَ	شصر	ضمة	1	1
7912	شَصَرَ	شصر	كسرة	1	1
7913	شَصَّ	شصص	كسرة	1	1
7914	شَصَّ	شصص	فتحة	1	0
7915	شَصَا	شصو	ضمة	1	0
7916	شَصِيَ	شصي	فتحة	1	0
7917	شَطَأَ	شطء	فتحة	1	1
7918	شَطَبَ	شطب	ضمة	1	1
7919	شَطَحَ	شطح	فتحة	1	0
7920	شَطَرَ	شطر	ضمة	1	1
7921	شَطَرَ	شطر	كسرة	1	0
7922	شَطَسَ	شطس	ضمة	1	0
7923	شَطَّ	شطط	ضمة	1	1
7924	شَطَّ	شطط	كسرة	1	1
7925	شَطِعَ	شطع	فتحة	1	0
7926	شَطَفَ	شطف	ضمة	1	1
7927	شَطَمَ	شطم	ضمة	1	1
7928	شَطَنَ	شطن	ضمة	1	1
7929	شَطِيَ	شطي	فتحة	1	0
7930	شَظَّ	شظظ	ضمة	1	1
7931	شَظَفَ	شظف	ضمة	1	1
7932	شَظِفَ	شظف	فتحة	1	0
7933	شَظُفَ	شظف	ضمة	1	0
7934	شَظَى	شظي	كسرة	1	0
7935	شَظِيَ	شظي	فتحة	1	0
7936	شَعَبَ	شعب	فتحة	1	1
7937	شَعِبَ	شعب	فتحة	1	0
7938	شَعَرَ	شعر	ضمة	1	1
7939	شَعَرَ	شعر	ضمة	1	1
7940	شَعِرَ	شعر	فتحة	1	0
7941	شَعُرَ	شعر	ضمة	1	0
7942	شَعَّ	شعع	ضمة	1	1
7943	شَعَفَ	شعف	فتحة	1	1
7944	شَعِفَ	شعف	فتحة	1	0
7945	شَعَلَ	شعل	فتحة	1	1
7946	شَعِلَ	شعل	فتحة	1	0
7947	شَعِنَ	شعن	فتحة	1	0
7948	شَعَا	شعو	ضمة	1	0
7949	شَعِيَ	شعو	فتحة	1	0
7950	شَغَبَ	شغب	فتحة	1	1
7951	شَغَرَ	شغر	ضمة	1	1
7952	شَغَرَ	شغر	فتحة	1	1
7953	شَغَزَ	شغز	فتحة	1	0
7954	شَغَّ	شغغ	ضمة	1	0
7955	شَغَفَ	شغف	فتحة	1	1
7956	شَغِفَ	شغف	فتحة	1	0
7957	شَغَلَ	شغل	فتحة	1	1
7958	شَغَا	شغو	ضمة	1	0
7959	شَغِيَ	شغو	فتحة	1	0
7960	شَفَرَ	شفر	ضمة	1	1
7961	شَفِرَ	شفر	فتحة	1	0
7962	شَفَزَ	شفز	كسرة	1	1
7963	شَفَعَ	شفع	فتحة	1	1
7964	شَفَّ	شفف	ضمة	1	1
7965	شَفَّ	شفف	كسرة	1	0
7966	شَفِقَ	شفق	فتحة	1	0
7967	شَفَنَ	شفن	كسرة	1	1
7968	شَفِنَ	شفن	فتحة	1	1
7969	شَفَهَ	شفه	فتحة	1	1
7970	شَفَا	شفو	ضمة	1	0
7971	شَفَى	شفي	كسرة	1	1
7972	شَقَأَ	شقء	فتحة	1	1
7973	شَقَحَ	شقح	فتحة	1	1
7974	شَقِحَ	شقح	فتحة	1	0
7975	شَقُحَ	شقح	ضمة	1	0
7976	خَبَّ	خبب	فتحة	1	0
7977	خَبَّ	خبب	فتحة	1	0
7978	خَبَّ	خبب	فتحة	1	0
7979	شَقَذَ	شقذ	كسرة	1	0
7980	شَقِذَ	شقذ	فتحة	1	0
7981	شَقِرَ	شقر	فتحة	1	0
7982	شَقُرَ	شقر	ضمة	1	0
7983	شَقَعَ	شقع	فتحة	1	1
7984	شَقَّ	شقق	ضمة	1	1
7985	شَقَّ	شقق	فتحة	1	0
7986	شَقَلَ	شقل	ضمة	1	1
7987	شَقَنَ	شقن	ضمة	1	1
7988	شَقُنَ	شقن	ضمة	1	0
7989	شَقَا	شقو	ضمة	1	1
7990	شَكَأَ	شكء	فتحة	1	0
7991	شَكِئَ	شكء	فتحة	1	0
7992	شَكَدَ	شكد	ضمة	1	1
7993	شَكَدَ	شكد	كسرة	1	1
7994	شَكَرَ	شكر	ضمة	1	1
7995	شَكِرَ	شكر	فتحة	1	0
7996	شَكَزَ	شكز	ضمة	1	1
7997	شَكِسَ	شكس	فتحة	1	0
7998	شَكُسَ	شكس	ضمة	1	0
7999	شَكَعَ	شكع	فتحة	1	1
8000	شَكِعَ	شكع	فتحة	1	0
8001	شَكَّ	شكك	ضمة	1	1
8002	شَكَلَ	شكل	ضمة	1	1
8003	شَكِلَ	شكل	فتحة	1	0
8004	شَكَمَ	شكم	ضمة	1	1
8005	شَكِمَ	شكم	فتحة	1	0
8006	شَكَا	شكو	ضمة	1	1
8007	شَلَخَ	شلخ	فتحة	1	1
8008	شَلَغَ	شلغ	فتحة	1	1
8009	شَلَقَ	شلق	ضمة	1	1
8010	شَلَّ	شلل	ضمة	1	1
8011	شَلَّ	شلل	فتحة	1	0
8012	شَلَا	شلو	ضمة	1	1
8013	شَمِتَ	شمت	فتحة	1	0
8014	شَمَجَ	شمج	ضمة	1	1
8015	شَمَذَ	شمذ	كسرة	1	1
8016	شَمَرَ	شمر	ضمة	1	1
8017	شَمَرَ	شمر	كسرة	1	1
8018	شَمَزَ	شمز	ضمة	1	0
8019	شَمَسَ	شمس	ضمة	1	0
8020	خَبَتَ	خبت	ضمة	1	0
8021	شَمَسَ	شمس	كسرة	1	0
8022	شَمِسَ	شمس	فتحة	1	0
8023	شَمَصَ	شمص	ضمة	1	1
8024	شَمَطَ	شمط	كسرة	1	1
8025	شَمِطَ	شمط	فتحة	1	0
8026	شَمَظَ	شمظ	كسرة	1	1
8027	شَمَعَ	شمع	فتحة	1	0
8028	شَمِقَ	شمق	فتحة	1	0
8029	شَمَلَ	شمل	ضمة	1	1
8030	شَمَلَ	شمل	كسرة	1	1
8031	شَمِلَ	شمل	فتحة	1	1
8032	شَمَّ	شمم	ضمة	1	1
8033	شَمَّ	شمم	فتحة	1	1
8034	شَنَأَ	شنء	فتحة	1	1
8035	شَنِئَ	شنء	فتحة	1	1
8036	شَنِبَ	شنب	فتحة	1	0
8037	شَنِثَ	شنث	فتحة	1	0
8038	شَنِجَ	شنج	فتحة	1	0
8039	شَنَصَ	شنص	ضمة	1	0
8040	شَنِصَ	شنص	فتحة	1	0
8041	شَنَعَ	شنع	فتحة	1	1
8042	شَنِعَ	شنع	فتحة	1	0
8043	شَنُعَ	شنع	ضمة	1	0
8044	شَنَفَ	شنف	ضمة	1	0
8045	شَنَفَ	شنف	كسرة	1	0
8046	شَنِفَ	شنف	فتحة	1	1
8047	شَنَقَ	شنق	ضمة	1	1
8048	شَنَقَ	شنق	كسرة	1	1
8049	شَنِقَ	شنق	فتحة	1	1
8050	شَنَمَ	شنم	ضمة	1	1
8051	شَنَّ	شنن	ضمة	1	1
8052	شَنَّ	شنن	كسرة	1	0
8053	شَنَّ	شنن	كسرة	1	0
8054	شَهَبَ	شهب	فتحة	1	1
8055	شَهِبَ	شهب	فتحة	1	0
8056	شَهُبَ	شهب	ضمة	1	0
8057	شَهِدَ	شهد	فتحة	1	1
8058	شَهَرَ	شهر	فتحة	1	1
8059	شَهَقَ	شهق	كسرة	1	0
8060	شَهَقَ	شهق	فتحة	1	0
8061	شَهِقَ	شهق	فتحة	1	0
8062	شَهِلَ	شهل	فتحة	1	0
8063	شَهَمَ	شهم	ضمة	1	1
8064	خَبَثَ	خبث	ضمة	1	0
8065	شَهَمَ	شهم	فتحة	1	1
8066	شَهُمَ	شهم	ضمة	1	0
8067	شَهَا	شهو	ضمة	1	1
8068	شَهُوَ	شهو	ضمة	1	0
8069	شَابَ	شوب	ضمة	1	1
8070	شَارَ	شور	ضمة	1	1
8071	شَاسَ	شوس	ضمة	1	1
8072	شَاصَ	شوص	ضمة	1	1
8073	شَوِصَ	شوص	فتحة	1	1
8074	شَاطَ	شوط	ضمة	1	0
8075	شَاظَ	شوظ	ضمة	1	0
8076	شَاعَ	شوع	ضمة	1	0
8077	شَوِعَ	شوع	فتحة	1	0
8078	شَافَ	شوف	ضمة	1	1
8079	شَاقَ	شوق	ضمة	1	1
8080	شَاكَ	شوك	ضمة	1	1
8081	شَاكَ	شوك	ضمة	1	1
8082	شَوِكَ	شوك	فتحة	1	1
8083	شَالَ	شول	ضمة	1	1
8084	شَوِهَ	شوه	فتحة	1	0
8085	شَوَى	شوي	كسرة	1	1
8086	شَاءََ	شيء	فتحة	1	1
8087	شَابَ	شيب	كسرة	1	0
8088	شَاحَ	شيح	كسرة	1	0
8089	شَاخَ	شيخ	كسرة	1	0
8090	شَادَ	شيد	كسرة	1	1
8091	شَاعَ	شيع	كسرة	1	1
8092	شَالَ	شيل	كسرة	1	1
8093	شَامَ	شيم	كسرة	1	1
8094	شَيِمَ	شيم	فتحة	1	0
8095	شَانَ	شين	كسرة	1	1
8096	صَئِبَ	صءب	فتحة	1	0
8097	صَئِكَ	صءك	فتحة	1	0
8098	خَبُثَ	خبث	ضمة	1	0
8099	صَؤُلَ	صءل	ضمة	1	0
8100	صَأَمَ	صءم	فتحة	1	1
8101	صَئِمَ	صءم	فتحة	1	0
8102	صَأَى	صءي	فتحة	1	0
8103	صَبُؤَ	صبء	ضمة	1	0
8104	صَبَّ	صبب	ضمة	1	1
8105	صَبَّ	صبب	كسرة	1	0
8106	صَبَّ	صبب	كسرة	1	0
8107	صَبَّ	صبب	فتحة	1	0
8108	صَبَّ	صبب	فتحة	1	0
8109	صَبَحَ	صبح	فتحة	1	1
8110	صَبِحَ	صبح	فتحة	1	0
8111	صَبُحَ	صبح	ضمة	1	0
8112	صَبَرَ	صبر	ضمة	1	1
8113	صَبَرَ	صبر	كسرة	1	1
8114	صَبَعَ	صبع	فتحة	1	1
8115	صَبَغَ	صبغ	ضمة	1	1
8116	صَبَغَ	صبغ	كسرة	1	1
8117	صَبَغَ	صبغ	فتحة	1	1
8118	صَبَنَ	صبن	كسرة	1	1
8119	صَبَا	صبو	ضمة	1	0
8120	صَتَأَ	صتء	فتحة	1	1
8121	صَتَّ	صتت	ضمة	1	1
8122	صَتَعَ	صتع	فتحة	1	1
8123	صَتَهَ	صته	فتحة	1	1
8124	صَتَا	صتو	ضمة	1	0
8125	صَجَّ	صجج	ضمة	1	0
8126	صَحَبَ	صحب	فتحة	1	1
8127	صَحِبَ	صحب	فتحة	1	1
8128	صَحَّ	صحح	كسرة	1	0
8129	صَحَرَ	صحر	فتحة	1	1
8130	صَحِرَ	صحر	فتحة	1	0
8131	صَحِلَ	صحل	فتحة	1	0
8132	صَحَنَ	صحن	فتحة	1	1
8133	صَحَا	صحو	ضمة	1	0
8134	صَحِيَ	صحو	فتحة	1	0
8135	صَخِبَ	صخب	فتحة	1	0
8136	صَخَّ	صخخ	ضمة	1	1
8137	صَخَدَ	صخد	فتحة	1	1
8138	صَخِدَ	صخد	فتحة	1	0
8139	صَخِرَ	صخر	فتحة	1	0
8140	خَبَجَ	خبج	ضمة	1	1
8141	صَخَفَ	صخف	فتحة	1	1
8142	صَخِيَ	صخو	فتحة	1	0
8143	صَدَأَ	صدء	فتحة	1	1
8144	صَدِئَ	صدء	فتحة	1	0
8145	صَدَحَ	صدح	فتحة	1	0
8146	صَدَّ	صدد	ضمة	1	1
8147	صَدَرَ	صدر	ضمة	1	1
8148	صَدَرَ	صدر	ضمة	1	1
8149	صَدَرَ	صدر	كسرة	1	1
8150	صَدَرَ	صدر	كسرة	1	1
8151	صَدَعَ	صدع	فتحة	1	1
8152	صَدَغَ	صدغ	ضمة	1	0
8153	صَدَغَ	صدغ	فتحة	1	1
8154	صَدُغَ	صدغ	ضمة	1	0
8155	صَدَفَ	صدف	كسرة	1	1
8156	صَدِفَ	صدف	فتحة	1	0
8157	صَدَقَ	صدق	ضمة	1	1
8158	صَدَمَ	صدم	كسرة	1	1
8159	صَدِيَ	صدي	فتحة	1	0
8160	صَرَبَ	صرب	ضمة	1	1
8161	صَرَبَ	صرب	كسرة	1	1
8162	صَرِبَ	صرب	فتحة	1	0
8163	صَرَحَ	صرح	فتحة	1	1
8164	صَرُحَ	صرح	ضمة	1	0
8165	صَرَدَ	صرد	ضمة	1	1
8166	صَرِدَ	صرد	فتحة	1	0
8167	صَرَّ	صرر	ضمة	1	1
8168	صَرَّ	صرر	كسرة	1	0
8169	صَرَعَ	صرع	فتحة	1	1
8170	صَرَفَ	صرف	كسرة	1	1
8171	صَرَمَ	صرم	كسرة	1	1
8172	صَرُمَ	صرم	ضمة	1	0
8173	صَرَا	صرو	ضمة	1	0
8174	صَرَى	صري	كسرة	1	1
8175	صَرِيَ	صري	فتحة	1	0
8176	صَعُبَ	صعب	ضمة	1	0
8177	صَعِدَ	صعد	فتحة	1	1
8178	صَعِرَ	صعر	فتحة	1	0
8179	صَعَقَ	صعق	فتحة	1	1
8180	صَعِقَ	صعق	فتحة	1	0
8181	صَعِلَ	صعل	فتحة	1	0
8182	صَعَا	صعو	فتحة	1	0
8183	خَبَرَ	خبر	ضمة	1	1
8184	خَبَرَ	خبر	ضمة	1	1
8185	صَغَرَ	صغر	ضمة	1	1
8186	صَغِرَ	صغر	فتحة	1	0
8187	صَغُرَ	صغر	ضمة	1	0
8188	صَغُرَ	صغر	ضمة	1	0
8189	صَغَّ	صغغ	ضمة	1	0
8190	صَغِيَ	صغو	فتحة	1	0
8191	صَفَحَ	صفح	فتحة	1	1
8192	صَفِحَ	صفح	فتحة	1	1
8193	صَفَدَ	صفد	كسرة	1	1
8194	صَفَرَ	صفر	كسرة	1	0
8195	صَفِرَ	صفر	فتحة	1	0
8196	صَفُرَ	صفر	ضمة	1	0
8197	صَفَعَ	صفع	فتحة	1	1
8198	صَفَغَ	صفغ	فتحة	1	1
8199	صَفَّ	صفف	ضمة	1	1
8200	صَفَقَ	صفق	كسرة	1	1
8201	صَفُقَ	صفق	ضمة	1	0
8202	صَفَنَ	صفن	كسرة	1	1
8203	صَفَا	صفو	ضمة	1	1
8204	صَفُوَ	صفو	ضمة	1	0
8205	صَقَبَ	صقب	ضمة	1	1
8206	صَقِبَ	صقب	فتحة	1	0
8207	صَقَرَ	صقر	ضمة	1	1
8208	صَقَعَ	صقع	فتحة	1	1
8209	صَقِعَ	صقع	فتحة	1	0
8210	صَقَّ	صقق	كسرة	1	0
8211	صَقَلَ	صقل	ضمة	1	1
8212	صَقِلَ	صقل	فتحة	1	0
8213	صَكَّ	صكك	ضمة	1	1
8214	صَكَمَ	صكم	ضمة	1	1
8215	صَكَا	صكو	ضمة	1	1
8216	صَلَبَ	صلب	ضمة	1	1
8217	صَلَبَ	صلب	كسرة	1	1
8218	صَلُبَ	صلب	ضمة	1	0
8219	صَلَتَ	صلت	ضمة	1	1
8220	صَلَتَ	صلت	كسرة	1	0
8221	صَلُتَ	صلت	ضمة	1	0
8222	صَلَجَ	صلج	ضمة	1	1
8223	صَلِجَ	صلج	فتحة	1	0
8224	صَلَحَ	صلح	ضمة	1	0
8225	صَلَحَ	صلح	فتحة	1	0
8226	صَلُحَ	صلح	ضمة	1	0
8227	خَبِرَ	خبر	فتحة	1	1
8228	صَلِخَ	صلخ	فتحة	1	0
8229	صَلُدَ	صلد	ضمة	1	0
8230	صَلِعَ	صلع	فتحة	1	0
8231	صَلَفَ	صلف	كسرة	1	1
8232	صَلِفَ	صلف	فتحة	1	0
8233	صَلَقَ	صلق	ضمة	1	1
8234	صَلَقَ	صلق	كسرة	1	1
8235	صَلَّ	صلل	ضمة	1	1
8236	صَلَّ	صلل	كسرة	1	1
8237	صَلَمَ	صلم	كسرة	1	1
8238	صَلَا	صلو	ضمة	1	1
8239	صَلَى	صلي	كسرة	1	1
8240	صَلِيَ	صلي	فتحة	1	1
8241	صَمَأَ	صمء	فتحة	1	1
8242	صَمَتَ	صمت	ضمة	1	0
8243	صَمَحَ	صمح	كسرة	1	1
8244	صَمَحَ	صمح	فتحة	1	1
8245	صَمَخَ	صمخ	ضمة	1	1
8246	صَمَدَ	صمد	ضمة	1	1
8247	صَمَرَ	صمر	ضمة	1	1
8248	صَمَرَ	صمر	كسرة	1	0
8249	صَمِرَ	صمر	فتحة	1	0
8250	صَمَعَ	صمع	فتحة	1	1
8251	صَمِعَ	صمع	فتحة	1	0
8252	صَمَلَ	صمل	ضمة	1	1
8253	صَمَّ	صمم	ضمة	1	1
8254	صَمَّ	صمم	فتحة	1	0
8255	صَمَّ	صمم	فتحة	1	0
8256	صَمَى	صمي	كسرة	1	1
8257	صَنَجَ	صنج	ضمة	1	1
8258	صَنِخَ	صنخ	فتحة	1	0
8259	صَنَعَ	صنع	فتحة	1	1
8260	صَنِعَ	صنع	فتحة	1	0
8261	صَنِقَ	صنق	فتحة	1	0
8262	صَنِمَ	صنم	فتحة	1	0
8263	صَنَّ	صنن	كسرة	1	0
8264	صَهِبَ	صهب	فتحة	1	0
8265	صَهُبَ	صهب	ضمة	1	0
8266	خَبُرَ	خبر	ضمة	1	0
8267	صَهَدَ	صهد	فتحة	1	1
8268	صَهَرَ	صهر	فتحة	1	1
8269	صَهَلَ	صهل	كسرة	1	0
8270	صَهَلَ	صهل	فتحة	1	0
8271	صَهَا	صهو	فتحة	1	0
8272	صَهِيَ	صهو	فتحة	1	0
8273	صَهَى	صهي	فتحة	1	0
8274	صَابَ	صوب	ضمة	1	1
8275	صَاتَ	صوت	ضمة	1	0
8276	صَاخَ	صوخ	ضمة	1	0
8277	صَارَ	صور	ضمة	1	1
8278	صَوِرَ	صور	فتحة	1	0
8279	صَاعَ	صوع	ضمة	1	1
8280	صَاغَ	صوغ	ضمة	1	1
8281	صَوِفَ	صوف	فتحة	1	0
8282	صَاقَ	صوق	ضمة	1	1
8283	صَاكَ	صوك	ضمة	1	1
8284	صَالَ	صول	ضمة	1	0
8285	صَامَ	صوم	ضمة	1	1
8286	صَانَ	صون	ضمة	1	1
8287	صَوَى	صوي	كسرة	1	0
8288	صَوِيَ	صوي	فتحة	1	0
8289	صَاءَ	صيء	كسرة	1	0
8290	صَاحَ	صيح	كسرة	1	0
8291	صَادَ	صيد	كسرة	1	1
8292	صَيِدَ	صيد	فتحة	1	1
8293	صَارَ	صير	كسرة	1	1
8294	صَاصَ	صيص	كسرة	1	0
8295	صَاعَ	صيع	كسرة	1	1
8296	صَافَ	صيف	كسرة	1	1
8297	صَاقَ	صيق	كسرة	1	0
8298	صَاكَ	صيك	كسرة	1	0
8299	ضَأَدَ	ضءد	فتحة	1	1
8300	ضَأَزَ	ضءز	فتحة	1	1
8301	ضَئِطَ	ضءط	فتحة	1	0
8302	ضَؤُلَ	ضءل	ضمة	1	0
8303	ضَأَى	ضءي	فتحة	1	0
8304	ضَبَأَ	ضبء	فتحة	1	1
8305	ضَبَّ	ضبب	ضمة	1	1
8306	خَبَزَ	خبز	كسرة	1	1
8307	ضَبَّ	ضبب	كسرة	1	1
8308	ضَبَثَ	ضبث	كسرة	1	1
8309	ضَبَجَ	ضبج	ضمة	1	0
8310	ضَبَحَ	ضبح	فتحة	1	1
8311	ضَبَدَ	ضبد	ضمة	1	1
8312	ضَبَرَ	ضبر	كسرة	1	1
8313	ضَبَسَ	ضبس	ضمة	1	1
8314	ضَبِسَ	ضبس	فتحة	1	0
8315	ضَبَطَ	ضبط	ضمة	1	1
8316	ضَبَطَ	ضبط	كسرة	1	1
8317	ضَبِطَ	ضبط	فتحة	1	0
8318	ضَبَعَ	ضبع	فتحة	1	1
8319	ضَبِعَ	ضبع	فتحة	1	0
8320	ضَبَنَ	ضبن	ضمة	1	1
8321	ضَبِنَ	ضبن	فتحة	1	0
